Concesionario,Direccion,Responsable,Celular,Distrito,DiaVisita,Promotor,Cono
LUBRICANTES HUASCARAN ,AV. CHINCHAISUYO 449 INDEPENDENCIA,CARLOS EDGAR IBARRA FLORES, ,INDEPENDENCIA,VI,6,15
LUBRICANTES JASMINE - CN,Av. Pacasmayo Mz B01 - Lote 14 - Callao,MARGEN IZQUIERDO DEL RIO DERECHO,92072140,CALLAO,(en blanco),4,15
LUBRICANTES JHONY - CN,AV. PERU 3326,(en blanco),(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICANTES JIREH,AV. TUPAC AMARU 398 BELLA HORIZONTE CARA,JESICA NU—EZ NOLAZCO, ,COMAS,JU,4,15
LUBRICANTES JOEL - CN,AV. TOMAS VALLE 2106,(en blanco),(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICANTES JR Y JR,AV. PERU 3848 S.M.P,JESSICA CELMI CUYA, ,SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICANTES JUNIOR - CN,AV. UNIVERSITARIA N∞ 5673 URB. STA. ISOL,LUBRICANTES JUNIOR,(en blanco),COMAS,(en blanco),4,15
LUBRICANTES KATY - CN,AV. DANIEL A. CARRION MZ. Q 3 LT.37,(en blanco),(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICANTES L & M,AV. LOS ALISOS CDRA. 19 REF. 8CDRA ANTES,LUIS ALBERTO MALES VASQUEZ, ,SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICANTES LAURA - CN,AV. PTE. PIEDRA MZ. M LT. 1 KM. 32,(en blanco),(en blanco),PUENTE PIEDRA,(en blanco),4,15
LUBRICANTES LEON - COMAS - CN,Av. Tupac Amaru N∞ 2498 KM. 12, ,(en blanco),COMAS,(en blanco),4,15
LUBRICANTES LEVITA,AV. PERU CDRA. 48 CRUCE CON AV. EL OLIVA,NELLY ALFARO ,981255127,CALLAO,(en blanco),4,15
LUBRICANTES MANGUITO,"AV. TUPAC AMARU MZ.A, LT. 16-5 CARABAYLL",LUIS ENRIQUE MASGO MEJIA,992207248,CARABAYLLO,(en blanco),6,15
LUBRICANTES MARIA MAGDALENA-S.M.P,"AV. CARLOS IZAGUIRRE MZ.F, LT. 1 ASOC. A",LEIDY CAJACHAGUA BALBOA, ,SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICANTES MARY - CN,Av. Los Incas N∞ 155,(en blanco),529-2373,COMAS,(en blanco),4,15
LUBRICANTES MEJIA - LOS OLIVOS - CN,Av. Universitaria Cdra 37 Mz G - LOTE 3,(en blanco),(en blanco),LOS OLIVOS,(en blanco),4,15
LUBRICANTES NICO - COMAS - CN,Av. Universitaria N∞ 8007,(en blanco),(en blanco),COMAS,(en blanco),4,15
LUBRICANTES PEPE - CN,"AV. CHINCHANSUYO CDRA. 2 MZ.L, LT. 1 ",HERLINDA CORDOVA 17BAN, ,INDEPENDENCIA,(en blanco),6,15
LUBRICANTES PISCIS - CN,Av. Tupac Amaru N∞ 3770   km 21,(en blanco),(en blanco),COMAS,(en blanco),4,15
LUBRICANTES RAMIREZ - CN,Av. Tupac amaru N∞ 4001,(en blanco),(en blanco),COMAS,(en blanco),4,15
LUBRICANTES RITA - CN,AV. ANGELICA GAMARRA N∞ 2441,(en blanco),(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICANTES SAN ROQUE,AV. JOSE GRANDA N∞ 2503 S.M.P,ALEJANDRO HUAMAN BEJARANO,987035750,SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICANTES SARTORI - CN,Av. 17 de Noviembre N∞ 200,SRA EVELIN HUAMAN,(en blanco),INDEPENDENCIA,(en blanco),6,15
LUBRICANTES SENOR DE LOS MILAGROS -CALLA,AV. PERU 4929 CALLAO,VILLANUEVA LI—AN ENRIQUE FRANCISCO, ,CALLAO,VI,4,15
LUBRICANTES SE—OR DE PUMALLUCAY - CN, AV. CONDORCANQUI MZA. U LOTE. 6 URB. SANTO DOMINGO 5TA ET,VALVERDE CASTA—EDA YOLANDA VICTORIA,(en blanco),CARABAYLLO,(en blanco),6,15
LUBRICANTES SR. DE MURUGUAY II,AV. LOS JAZMINES 202 ERMITA—O INDEPENDEN,MACARIO SOCRATES VALLE HUACHUACCO, ,INDEPENDENCIA,LU,6,15
LUBRICANTES UNION - CN,AV. ANGELICA GAMARRA  MZ. D LT. 13 C 26,(en blanco),(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICANTES WILIANS - CN,AV. PERU 3933,(en blanco),(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICANTES Y LAVADO DE AUTOS H Y R,AV UNIVERSITARIA 3892 LOS OLIVOS,PAUL HENRY ARBANIL MEZA, ,LOS OLIVOS,LU,4,15
LUBRICANTES Y LLANTAS ALFIO - CN,AV. PERU N∞ 3375,ROGER QUISPICHO CONDORI,(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICANTES Y REPUESTOS JHON,"AV. 2 DE OCTUBRE MZ. B, LT. 14 LOS OLIVO",JUAN FLORENTINO ACHATA —AHUI,976766154,LOS OLIVOS,(en blanco),4,15
LUBRICANTES YANINA,AV. TUPAC AMARU NRO. 2580 P.J. EL PROGRE, ,993918462,CARABAYLLO,(en blanco),6,15
LUBRICANTES YOFFRE,"AV. LOS ALISOS MZ.C, LT. 01 S.M. P V. DE",IDELSO PERALES ARAUJO,996034628,SAN MARTIN DE PORRES,LU,4,15
LUBRICANTES ZARZOSA - CN,Av. Alfredo Mendiola N∞ 5795,(en blanco),(en blanco),LOS OLIVOS,(en blanco),4,15
LUBRICENTRO & REPUESTOS DAHZ,"MZ.A, LT. 25 ASOC. MI TERRU—O REF. AV. C",JKAREN MAGALI ZARZOSA MARI—O, ,SAN MARTIN DE PORRES,LU,4,15
LUBRICENTRO 24 HORAS,AV TUPAC A—O NUEVO,MARIELLA SULLY LOYOLA LUNA, ,COMAS,LU,4,15
LUBRICENTRO ALONZO,"MZ.C, LT. 12 LAS MARGARITAS S.M.P",ALONZO RAMOS YONEL, ,SAN MARTIN DE PORRES,LU,4,15
LUBRICENTRO ANDY,AV TUPAC AMARU KM 18 AA HH MZ A LT 4 CAR,ANTERO PURHUAMAN NEYRA , ,CARABAYLLO,LU,6,15
LUBRICENTRO AUTO FRIO,"AV. 2 DE OCTUBRE MZ.N, LT. 26 LOS OLIVOS",MARCOS GRANDA ANGULO,846*4184,LOS OLIVOS,(en blanco),4,15
LUBRICENTRO CARRASCO,AV. ANGELICA GAMARRA 2870 S.M.P,JAIME CARRASCO NARVAEZ,983538898,SAN MARTIN DE PORRES,MA,4,15
LUBRICENTRO EL COLORADO - COMAS - CN,Av. Universitaria N∞ 8494,(en blanco),(en blanco),COMAS,(en blanco),4,15
LUBRICENTRO FIORELLA,AV. NARANJAL 1719 S.M.P PALTOVALO,SEGISFREDO GO—I AQUINO, ,SAN MARTIN DE PORRES,MI,4,15
LUBRICENTRO GABRIEL - CN,"AV. CARLOS IZAGUIRRE MZ.F, LT. 4 S.M.P",ALICIA AYASTA GOMEZ, ,SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICENTRO HAROLD - CN,AV. PERU N∞3700,(en blanco),(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICENTRO HERNANDEZ SMP - CN,AV. PROCEERES MZ. G 1 LT. 1 (OVALO  HUANDOY),(en blanco),(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICENTRO JOEL - CN,MZ. N LT. 3 URB. SAN JOSE  P. M. 15,(en blanco),998-547130,ANCON,(en blanco),4,15
LUBRICENTRO JUAN JOSE,AV. LIMA N∞ 2239 S.M.P,JUDITH MARGOTH VICENTE CARHUAYANO,(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICENTRO LA LUZ - CN,"AV. TUPAC AMARU MZ.A, LT. 1 CARABAYLLO A",ALEX NICANOR VARGAS ABREGU,985086387,CARABAYLLO,(en blanco),6,15
LUBRICENTRO LANDO E.I.R.L,"AV. DOMINICOS MZ.K, LT. 21 URB. JORGE CH",ORLANDO PALOMINO SANTI, ,CALLAO,(en blanco),4,15
LUBRICENTRO LOS PROCERES,AV. LOS PROCERES 110 CRUCE CON JOSE GRAN,SAMUEL ZAVALA CAMPOS, ,SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICENTRO MANANTIAL,AV. REVOLUCI”N N∞ 633 COLLIQUE,CORINA ILLA DE MORI MARMANILLO,945482930,COMAS,(en blanco),4,15
LUBRICENTRO PERSA,"AV. UNIVERSITARIA MZ.C, LT. 01 COMAS",SAUL PERALTA VELAZCO, ,COMAS,LU,4,15
LUBRICENTRO PIERO-COMAS,AV. UNIVERSITARIA N∞ 7007 COMAS,POMA HERMOGENES MURGA,997488374,COMAS,(en blanco),4,15
LUBRICENTRO RONALD-CALLAO - CN,AV. PERU N∞ 4635,17BAN ELISEO BARRETO PALACIOS,998780641,CALLAO,(en blanco),4,15
LUBRICENTRO SUAREZ - CN,"AV. ANTUNEZ DE MAYOLO MZ. A, LT. 6 ASOC.",JONY MESIAS SUAREZ,(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICENTRO VITOCHO,"MZ. D2, LT. 11 AA.HH BOCANEGRA CALLAO",JUAN PERALTA ATACHA, ,CALLAO,JU,4,15
LUBRICENTRO YINO,"AV. ANTUNEZ DE MAYOLO MZ.B, LT. 1 URB. M","AV. ANTUNEZ DE MAYOLO MZ.B, LT. 1 URB. M",(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
LUBRICENTRO ZAMORA,AV. TUPAC AMARU 384 -CARABAYLLO,LUIS ANGEL ZAMORA PINEDO, ,CARABAYLLO,(en blanco),6,15
LUCYFYC ELECTRICIDAD - CN,Av. Tupac Amaru N∞ 112,(en blanco),(en blanco),COMAS,(en blanco),4,15
M & M MEDITERRANIA S.A.C,AV. EDUARDO DE HABICH N∞ 355 URB. INGENI,MADGA ESPARZA HIDALGO, ,SAN MARTIN DE PORRES,(en blanco),4,15
MAGICO MOTOR - CN,JR. ASUNCI”N N∞ 849 ALT. C. COMERCIAL HO, ,5364146,COMAS, ,4,15
MARCO ANTONIO CIEZA SANCHEZ,"AV. CARABAYLLO URB. SAN EULOGIO MZ.H, LT",MARCO ANTONIO CIEZA SANCHEZ, ,LOS OLIVOS,LU,4,15
MATIZADO JONATAN,AV UNIVERSITARIA,WILLY ARMANDO MAMANI VILLA, ,COMAS,MA,4,15
MECANICA ALEXIS,AV TUPAC AMARU NRO 1526 PSJ RAUL PORRAS ,LIZ ROSSIO GUERE ZAVALA , ,COMAS,LU,4,15
MECANICA AUTOMOTRIZ,JR BUZANO 101 ,FELIX MARCANAUPA, ,COMAS,LU,4,15
MECANICA AUTOMOTRIZ  PAUL - CN,Av. Tupac Amaru N∞ 1950,(en blanco),999271617,CARABAYLLO,(en blanco),6,15
MECANICA AUTOMOTRIZ STEFANI - CN,LOS OLIVOS,ANA RIOS,(en blanco),LOS OLIVOS,(en blanco),4,15
MECANICA CHOCHERA - CN,AV. UNIVERSITARIA N∞ 9043,(en blanco),(en blanco),COMAS,(en blanco),4,15
MECANICA PAMELA-CARABAYLLO,AV MERINO REYNO PSJ RAUL BERNECHEA CARAB,ANA ALBINA FUERTES RODRIGUEZ, ,CARABAYLLO,LU,6,15
MEGALLANTAS I - CN,A. UNIVERSITARIA N| 6980 STA. LUZMILA AL,TERESA MAURICIO CAZANA,(en blanco),COMAS,(en blanco),4,15
MELAAMINE BALTAF,LOS JAZMINES DE NARANJAL ALISOS CON UNIV,EDGAR BALVIN MENDO, ,LOS OLIVOS,LU,4,15
MOTOREPUESTOS ESPIRITU,AV. UNIVERSITARIA N™ 9269 COMAS,JERONIMO ESPIRITU TARAZONA, ,COMAS,LU,4,15
MOTOREPUESTOS RAMBO,"AV. TUPAC AMARU MZ.B, LT. 10 HISTORICO C",ADELI MERCEDES VALQUI ALVA, ,CARABAYLLO,LU,6,15
MOVILES NIVI,AV. ANGELICA GAMARRA 251 LOS OLIVOS,SALVATIERRA MEDINA VIOLETA NILA, ,LOS OLIVOS,LU,4,15
MULTISERVICIO JHAY JHOR,AV TUPAC AMARU 3731 URB CHACRACERRO,LUZ HAIDEE UGAZ GO—E, ,COMAS,LU,4,15
MULTISERVICIOS AD,AV UNIVERSITARIA,ANDRES DIAZ VICTOR ANASTACIO, ,LOS OLIVOS,LU,4,15
MULTISERVICIOS AM E.I.R.L,AV.UNIVERSITARIA 15 6397 STA. LUZMILA,AIDE ROSA AZANERO RIVERA,981293600,COMAS,(en blanco),4,15
MULTISERVICIOS COMERCIALES EIRL - CN,Av. Elmer Focet Cdra 54 Mz M - Lote 26, ,(en blanco),CALLAO,(en blanco),4,15
MULTISERVICIOS JHIRE - CN,AV. TUPAC AMARU 1791 KM. 12 -COMAS,JORGE MONTOYA CANALES, ,COMAS,(en blanco),4,15
MULTISERVICIOS PALACIOS,"AV. PUENTE PIEDRA MZ.C, LT. 01 FRENTE AL",NOEL PALACIOS MALDONADO,947301260,PUENTE PIEDRA,MA,4,15
MULTISERVICIOS SHAGI,"AV. PERU MZ F1, LT. 36 BOCANEGRA",JUAN BEAS YAYA, ,CALLAO,LU,4,15
MULTIVENTAS Y SERV. ALCEDO LUCHO - CN,AV. PTE. PIEDRA KM. 29 1/2 LOS ROSALES MZ. C. LT. 10,(en blanco),(en blanco),PUENTE PIEDRA,(en blanco),4,15
P.C. CELULAR - S.M.P - CN,AV. EDUARDO DE HABICH N 526  URB. INGIE,PEDRO ALEJANDRO CARRE—O SOCOLA,(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
PARACHUTE PERU E.I.R.L - CN,AV. TUPAC AMARU 3571,JHON COSME PERFECTO, ,CARABAYLLO,(en blanco),6,15
PC PORTATILES,AV TUPAC AMARU N∞3414 URB LA PASCANA COM,MARCO ANTONIO CJUMIO ORBEGOZO, ,COMAS,LU,4,15
PLANCHADO Y PINTURA,MIGUEL GRAU 232 PROLONGACION AV PERU CUA,EDGAR VILCA HUANCA, ,CALLAO,LU,4,15
PLAZATEL LOCUTORIO,"AV. 2 DE OCTUBRE MZ. F, LT. 1 OVALO INFA",JHENNY STEFANY ARELLANO CAMPOS,987485137,LOS OLIVOS,(en blanco),4,15
POLARIZADI RAMIRO,AV TUPAC AMARO 6931 A—O NUEVO COMAS,RAMIRO MATAMOROS BOZA, ,COMAS,LU,4,15
POLARIZADORES ERIK - CN,Av. Tupac Amaru N∞ 3791 km. 21 1/2,(en blanco),(en blanco),CARABAYLLO,(en blanco),6,15
PUNTO DE VENTA COMAS - CN,., ,(en blanco),COMAS,(en blanco),4,15
RADIADORES CHAVEZ - CN,Av. Continsuyo N∞ 298,(en blanco),(en blanco),INDEPENDENCIA,(en blanco),6,15
RADIADORES MORALES - CN,Jr. Rufino Macedo N∞ 198,(en blanco),(en blanco),INDEPENDENCIA,(en blanco),6,15
RADIADORES QUISPE - CN,Av. Tupac amaru Mz C - Lote 12 Km 18 1/2,(en blanco),(en blanco),CARABAYLLO,(en blanco),6,15
REGFASA - CN,AV. PERU 5057-CALLAO,JOSE MANUEL LINO PAIRAZAMAN,986583008,CALLAO,(en blanco),4,15
RENCAUCHADORA SHADDAY,MZ G 6 AV CAMINO REAL CARABAYLLO,TEOFILO REYES DIAZ, ,CARABAYLLO,LU,6,15
REPU17RA PERU S.A - CN,Av. Tomas Valle N∞ 3009,MARGEN IZQUIERDO DEL RIO DERECHO,(en blanco),CALLAO,(en blanco),4,15
REPUESTOS ANTONIO - CN,AV. GERDO UNGER 1183,(en blanco),(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
REPUESTOS AUTOMOTRIZ CESAR,"MZ. —, LT. 22 AV. ANGELICA GAMARRA CRUCE",OTILIA CHAMBI TARQUI, ,SAN MARTIN DE PORRES,(en blanco),4,15
REPUESTOS BASILIO,"MZ.B, LT. 7 AA.HH 19 DE MAYO LOS OLIVOS",BASILIO RIOS ABAD, ,LOS OLIVOS,LU,4,15
REPUESTOS ESTRELLA,"MZ.E, LT. 19 URB. LA VIRREYNA SAN MARTIN",CARMEN CAMPOS CABELLOS, ,SAN MARTIN DE PORRES,LU,4,15
REPUESTOS JESUS IMPORT S.A.C - CN,AV. PERU N∞ 3908 PARAD. HUARAZ,GUSTAVO GONZALES HUARAZ,(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
REPUESTOS LIFF DU - CN,AV. TOMAS VALLE 2284,(en blanco),995-347972,SAN MARTIN DE PORRES,(en blanco),4,15
REPUESTOS OJEDA,AV. UNIVERSITARIA N∞ 641 S.M.P,AGUSTIN ISIDRO OJEDA SANCHEZ,945175794,SAN MARTIN DE PORRES,(en blanco),4,15
REPUESTOS RAMIREZ,"AV. UNIVERSITARIA CDRA. 36 TDA. 23 MZ.B,",CARLOS DANIEL RAMIREZ VEGA, ,LOS OLIVOS,LU,4,15
REPUESTOS SALDIARRIAGA - CN,Av. Peru N∞ 3945, ,(en blanco),CALLAO,(en blanco),4,15
REPUESTOS WILLIAM JB,"AV. UNIVERSITARIA CDRA. 36 MZ. E, LT. 4 ",CECILIA ESPINOZA BUENDEC, ,SAN MARTIN DE PORRES,(en blanco),4,15
REPUESTOS Y LUBRICANTES ULDARICO,"AV. PRINCIPAL MZ.A, LT. 5 ASOC. SAN CRIS","AV. PRINCIPAL MZ.A, LT. 5 ASOC. SAN CRIS",992412204,SAN JUAN DE LURIGANCHO,(en blanco),6,15
REPUESTOS Y MECANICA CHASQUI,AV. BELAUNDE 339 CARMEN BAJO COMAS,RUBEN JULIO VILCA KOILA, ,COMAS,LU,4,15
REPUESTOS YAMICAR ,AV. TOMAS VALLA N∞ 2185 S.M.P,NELVIA GAMARRA ALVARADO,998153812,SAN MARTIN DE PORRES,(en blanco),4,15
ROMERO IMPORT,AV. EDUARDO DE HABICH 308 S.M.P,OFELIA ROMERO BARRENECHEA,(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
SALINPART SRL,COMAS,FRANK CABRERA, ,COMAS,LU,4,15
SCANER S.A.C,SANTA LUZMILA MERCADO MODELO,YESSIKA VICTORIA BARRETO HUIDODRO, ,COMAS,MA,4,15
SERV. ELECTRICO LIRACAY - CN,GERARDO UNGER N∞ 1399,(en blanco),(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
SERVI COLOR,AV. PROLONGACION PERU N∞ 4760-CALLAO,CRISTOBAL TACORA, ,CALLAO,(en blanco),4,15
SERVICIO AUTOMOTRIZ JRC - CN,"AV. HUANDOY MZ.5, LT. 50 URB. STA. ANA",JIMMY CABANA HUAMAYALLI,(en blanco),LOS OLIVOS,(en blanco),4,15
SERVICIO DE TAXI ( N1),JR. ALGARROBOS N∞ 493 URB. LOS JARDINES ,ELENA AYLLON GARCIA , ,SAN MARTIN DE PORRES,(en blanco),4,15
SERVICIO ELECTRICO PACHO - CN,Av. Prolongacion Peru N∞ 4595, ,(en blanco),CALLAO,(en blanco),4,15
SERVICIO ELECTRICO RAMIREZ-S.M.P - CN,"AV. UNIVERSITARIA CDRA36 15 MZ.B2,LT2",ALEX RAMIREZ RIOS,(en blanco),SAN MARTIN DE PORRES,(en blanco),4,15
SERVICIOS ELECTRICO ARMANDO,"AV. 2 DE OCTUBRE MZ. B2, LT. 2 REF. OVAL",NANCY ABAD ANTAURCO, ,LOS OLIVOS,(en blanco),4,15
SERVICIOS ELECTRICO AUTOMOTRIZ HUGO - CN,Calle: Angel AÒo Nuevo,(en blanco),(en blanco),COMAS,(en blanco),4,15
SERVICO ELECTRICO HIDALGO - CN,AV. PTE PIEDRA 2250 KM. 32 1/2 BAJAR ERIKO,(en blanco),962-39188,PUENTE PIEDRA,(en blanco),4,15
SERVILLANTAS AMAZONAS,AV. UNIVERSITARIA NRO. 6552 URB. SANTA L,HEDY ROJAS CHAVEZ, ,COMAS,LU,4,15
SERVILLANTAS Y SERVICIOS MAURICIO,AV. UNIVERSITARIA 15 6351 URB. STA. L,CLAUDINA YOVANA MAURICIO CASANA, ,COMAS,LU,4,15
TALLER BETOS SERVIS - CN,"AV. ALISOS MZ. R, LT. 46 CUADRA 12",ALBERTO CARHUANCHO VEGA,(en blanco),LOS OLIVOS,(en blanco),4,15
TALLER LIDER MOTOR SAC,"MZ.A, LT. 45 URB LAS AMERICAS LOS OLIVOS",JOSE MARIN GOICOCHEA,993178782,LOS OLIVOS,(en blanco),4,15
TALLER PERUANOS ,AV. GERARDO UNGER N∞ 3323 REF. EL TALLER,ELITA LIMAS CASTILLO,965784469,INDEPENDENCIA,(en blanco),6,15
TECNI GAS - CN,AV. ANGELICA GAMARRA 749 ALT. MERCADO GA, , ,SAN MARTIN DE PORRES, ,4,15
TIENDA DE REPUESTOS CBS - CN,Av. Prolongacion Peru N∞ 4642 - entre el, ,(en blanco),CALLAO,(en blanco),4,15
TIENDA JHON JAIRO,AV MIGUEL GRAU 286 A—O NUEVO COMAS,REYNA LUZ BA—OS OROPEZA, ,COMAS,LU,4,15
UNIGAS GNV E.I.R.L,JR. SALAVERRY 714 1ER PISO AV. PERU CDRA,ANTONIO TIMOTEO TRUJILLO, ,SAN MARTIN DE PORRES,JU,4,15
URB SANAT MARIA,AV SAN JUAN 115 PUENTE PIEDRA OVALO DE P,SOSA CRUZ JESSICA, ,PUENTE PIEDRA,LU,4,15
V Y M LUBRICANTES,AV. LOS ALISOS MZA. R LOTE. 53 A.H. LOS ,CRUCE AVS UNIVERSITARIA Y ALISOS,96695526,LOS OLIVOS,(en blanco),4,15
VENTA DE VIDEOS,MERCADO MODELO SAN PEDRO DE CARABAYLLO ,SIGUAS MENDOZA ROBERTH, ,CARABAYLLO,LU,6,15
VENTA REPUESTO MECANICA GENERAL,JR CELCANOS 202 HERRADURA COMAS,ANA ALBINA FUERTES RODRIGUEZ, ,COMAS,LU,4,15
VENTA REPUESTOS Y SERVICIOS ELECTRICO AU,AV UNIVERSITARIA 6292 URB SANTA LUZMILA,WILMER PABLO SORIA QUITO, ,COMAS,MA,4,15
VIDRIERIA CALDERON,AV REVOLUCION 1942 3ER ZONA COLLIQUE ,LILIANA SUSANA MAGUITA CHAVEZ, ,COMAS,LU,4,15
VIDRIERIA VIRGEN DEL ROSARIO ,LOS JAZMINES MZ A LT 1 CARABAYLLO PARADE,ADRIAN CEFERINO BUSTAMANTE VASQUEZ, ,CARABAYLLO,LU,6,15
VIDRIERIA Y CERRAJERIA,AV SAN JUAN KM 4,MU—OS TORRES OSCAR, ,CARABAYLLO,LU,6,15
VIDRIOS ALUMINIO MELAMINE VIRGEN DEL ROS,AV TUPAC AMARU KM 18.7 EL DORADO ,ADRIAN CEFERINO BUSTAMANTE VASQUEZ, ,CARABAYLLO,LU,6,15
VN TODO RUEDAS SAC,AV UNIVERSITARIA MZ F LT 03 CUETO FERNAN,VEGA SANTISTEBAN GIOVANI, ,CARABAYLLO,LU,6,15
W17R UNION - CN,Av. Gerardo Unger N∞ 3871,(en blanco),(en blanco),INDEPENDENCIA,(en blanco),6,15
YIRHI - CN,AV. LAS ALMENDRAS 285 URB. NARANAJAL S.M,ELIZABETH SILVA FERNANDEZ, ,SAN MARTIN DE PORRES,(en blanco),4,15
IMPORT MARTEL,AV. WIESSE 4165 S.J.L.,,,SAN JUAN DE LURIGANCHO,LU,8,16
REPUESTOS REYNOSO,AV WISSE MZ 06 LT 415 MARISCAL CACERES- ,,,SAN JUAN DE LURIGANCHO,LU,8,16
OLEOCENTRO EL PACIFICO - SJL,OLEOCENTRO EL PACIFICO - SJL,,,SAN JUAN DE LURIGANCHO,LU,8,16
PORTILLANTAS - SJL,PORTILLANTAS - SJL,,,SAN JUAN DE LURIGANCHO,LU,8,16
SERVILLANTAS G Y R - SJL,SERVILLANTAS G Y R - SJL,,,SAN JUAN DE LURIGANCHO,LU,8,16
ANDREITO MOTORS - SJL,ANDREITO MOTORS - SJL,,,SAN JUAN DE LURIGANCHO,LU,8,16
POLARIZADOS DIMAS - SJL,POLARIZADOS DIMAS - SJL,,,SAN JUAN DE LURIGANCHO,LU,8,16
CAR LUJO - CS,Av. Rosendo Vidaurre 419 Barranco,,,BARRANCO,MI,8,16
ET. MECANO MOTOR EIRL ,PEDRO HEROUARD 197,,,BARRANCO,MI,8,16
LUBRICANTES JC - CS,AV. REP⁄BLICA DE PANAM¡ 297 ,,,BARRANCO,MI,8,16
REPUESTOS LE”N BARRANCO - CS,Av. Aurelio Souza 182 Barranco,,,BARRANCO,MI,8,16
AGUSTIN GANOSA - CS,CALLE MANUEL ERRIVARREN 186,,,16QUILLO,MI,8,16
ALINEAMIENTO PISFIL - CS,AV. REP⁄BLICA DE PANAM¡ 5869 ,,,16QUILLO,MI,8,16
COLOR MARKET SRL - CS,AV. REPUBLICA DE PANAM¡ 5400,,,16QUILLO,MI,8,16
AUTOBOUTIQUE EMA KAR-16QUILLO,CALLE FRANCISCO MORENO 1180 34 ,,,16QUILLO,MI,8,16
CONVERSIONES A GAS IRSAGAS-16Q.,AV. ANGAMOS 868,,,16QUILLO,MI,8,16
FACTORIA LUBRICANTES PEWAL - CS,AV. REPUBLICA DE PANAMA N∫ 5456,,,16QUILLO,MI,8,16
FACTORÕA VIVA - CS,AV. REPUBLICA DE PANAM¡ 5271,,,16QUILLO,MI,8,16
LA CASA DE LAS MICAS  - CS,AV GENERAL VELARDE 408 ,,,16QUILLO,MI,8,16
LA CASA DEL AUTOMOVIL - CS,AV VICTOR ALZAMORA 211 ,,,16QUILLO,MI,8,16
LA ESQUINA DE LAS BATERIAS SAC,AV. REPUBLICA DE PANAMA 5099,,,16QUILLO,MI,8,16
LUBRICANTE SALOMON - CS,AV REPUBLICA DE PANAMA 5618 ,,,16QUILLO,MI,8,16
LUBRICENTRO ALCALA,AV. REP⁄BLICA DE PANAMA 5157 ,,,16QUILLO,MI,8,16
MULTISERVICIOS PAREDES - CS,JIRON INCA 814,,,16QUILLO,MI,8,16
REGEPSA-16Q.,AV. ANGAMOS 17 1074,,,16QUILLO,MI,8,16
REPUESTOS DIAZ - 16QUILLO,AV. ANGAMOS 17 1008 ,,,16QUILLO,MI,8,16
EL ARTE DE LAS BATERIAS,,,,16QUILLO,MI,8,16
AVF MOTOR SAC - CS,AV. VILLARAN /INTIHUATANA 1395,,,16QUILLO,MI,8,16
COMERCIAL ALEXANDRA - 16QUILLO,"MZP, LT17 URB. VILLA VICTORIA",,,16QUILLO,MI,8,16
FERRETERIA EL VIEJO AMANECER,AV AVIACION 4457 - 16QUILLO,,,16QUILLO,MI,8,16
LUBRICANTES DíCARLOS - CS,AV. AVIACI”N 3995,,,16QUILLO,MI,8,16
IRMISA - CS,AV. ROOSEVELT 703 16CO REF.: ESQUINA JO,,,SANTIAGO DE 16CO,MI,8,16
SERVICENTRO LA CONFIANZA - CS,AV. CAMINO REAL 791,,,SANTIAGO DE 16CO,MI,8,16
FACTORÕA ATENCIO - CS,AV. CAMINO REAL N∫ 1802,,,SANTIAGO DE 16CO,MI,8,16
EL DORADO - CORREDORES DE SEGUROS EIRL,AV PROCERES 415 - 16CO,,,SANTIAGO DE 16CO,JU,8,16
INVERSIONES LOS PROCERES-16CO,AV. LOS PROCERES 345 FRENTE PLAZA VEA BO,,,SANTIAGO DE 16CO,JU,8,16
LIBRERÕA INTERNET VANIDADES 2 ,"ALM. MANUEL LORENZO DE VIDAURRE EDIF. O 
TDA. URB. LOS PROCERES",,,SANTIAGO DE 16CO,JU,8,16
LIBRERIA VANIDADES - CS,JR. FRANCISCO DE ZELA MZ.A LT12 JUAN PAB,,,SANTIAGO DE 16CO,JU,8,16
TALLER DE ELECTRICIDAD - CS,SOTO BERMEO 114,,,SANTIAGO DE 16CO,JU,8,16
